,sofifa_id,short_name,long_name,age,dob
5009,221179,Sebas Coris,Sebastián Coris Cardeñosa,25,1993-05-31
5010,221370,M. Al Buraik,Mohammed Al Buraik,25,1992-09-15
5011,221791,R. Kurzawa,Rafał Kurzawa,25,1993-01-29
5012,222224,P. Anton,Paul Viorel Anton,27,1991-05-10
5013,222521,O. Hüsing,Oliver Hüsing,25,1993-02-17
5014,223489,A. Pešić,Aleksandar Pešić,26,1992-05-21
5015,223922,A. Bouchalakis,Andreas Bouchalakis,25,1993-04-05
5016,225507,Pol Llonch,Pol Llonch Puyaltó,25,1992-10-07
5017,225934,C. Yambéré,Cédric Yambéré,27,1990-11-06
5018,227787,Kim Jong Woo,김종우 金正友,24,1993-10-01
5019,227921,M. Pouraliganji,Morteza Pouraliganji,26,1992-04-19
5020,229444,F. De Paul,Fernando Carlos De Paul Lanciotti,27,1991-04-25
5021,230981,Lucas Galvão,Lucas Galvão,27,1991-06-22
5022,231862,L. Castro,Leonardo Fabio Castro Loaiza,26,1992-06-14
5023,233147,R. Oshima,大島 僚太,25,1993-01-23
5024,236345,A. Totovytskyi,Andriy Totovytskyi,25,1993-01-20
5025,236382,M. Olivera,Maximiliano Olivera,26,1992-03-05
5026,239116,C. Ganea,Cristian Ganea,26,1992-05-24
5027,239590,R. González,Ramiro González,27,1990-11-21
5028,188336,A. Tuia,Alessandro Tuia,28,1990-06-08
5029,189961,V. Kadlec,Václav Kadlec,26,1992-05-20
5030,190196,Z. Touré,Zargo Touré,28,1989-11-11
5031,190467,D. de Buen,Diego Eduardo De Buen Juárez,26,1991-07-03
5032,190780,S. Johnson,Sean  Johnson,29,1989-05-31
5033,191079,H. Dean,Harlee Dean,26,1991-07-26
5034,195037,D. Batth,Danny Batth,27,1990-09-21
5035,195256,A. Turan,Atila Turan,26,1992-04-10
5036,198062,Pichu Atienza,Francisco Javier Atienza Valverde,28,1990-01-18
5037,198177,B. Schenkeveld,Bart Schenkeveld,26,1991-08-28
5038,199683,K. Çörekçi,Kamil Ahmet Çörekçi,26,1992-02-01
5039,199832,S. Neumann,Sebastian Neumann,27,1991-02-18
5040,200810,A. Crescenzi,Alessandro Crescenzi,26,1991-09-25
5041,202910,D. Mitov Nilsson,David Mitov Nilsson,27,1991-01-12
5042,203004,Yang Han Been,양한빈 梁韩彬,26,1991-08-30
5043,203850,C. Dibon,Christopher Dibon,27,1990-11-02
5044,204513,M. Dupé,Maxime Dupé,25,1993-03-04
5045,204684,M. Seuntjens,Mats Seuntjens,26,1992-04-17
5046,205585,J. Price,Jack Price,25,1992-12-19
5047,205929,N. Thomsen,Nicolaj Thomsen,25,1993-05-08
5048,207876,A. González,Alexander David González Sibulo,25,1992-09-13
5049,207954,B. Behrendt,Brian Behrendt,26,1991-10-24
5050,208335,L. Kübler,Lukas Kübler,25,1992-08-30
5051,209109,J. Silbeira,Jose Miguel Silbeira,22,1996-02-29
5052,209874,B. Khuzwayo,Brilliant Khuzwayo,28,1990-02-09
5053,210923,M. Al Owais,Mohammed Khalil Al Owais,26,1991-10-10
5054,212018,Koo Ja Ryong,구자룡 具滋龙,26,1992-04-06
5055,212419,T. Mings,Tyrone Mings,25,1993-03-13
5056,212771,Rodolfo,Rodolfo Almeida Guimarães,25,1993-05-03
5057,213930,P. Budkivskyi,Pylyp Budkivskyi,26,1992-03-10
5058,215383,A. Ndour,Abdallah Ndour,24,1993-12-20
5059,216191,Dankler,Dankler Luis de Jesus Pereira,26,1992-01-24
5060,220089,S. Dursun,Salih Dursun,26,1991-07-12
5061,220118,I. Bel Hassani,Iliass Bel Hassani,25,1992-09-16
5062,223107,M. Yıldırım,Muammer Yıldırım,27,1990-09-14
5063,224126,Crislan,Crislan Henrique da Silva de Sousa,26,1992-03-13
5064,224314,M. Gori,Mirko Gori,25,1993-02-04
5065,226515,Andrei Girotto,Andrei Girotto,26,1992-02-17
5066,226583,S. Papagiannopoulos,Sotirios Papagiannopoulos,27,1990-09-05
5067,229469,J. Meneses,Jean David Meneses Villarroel,25,1993-03-16
5068,232219,Bismark,Bismark de Araújo Ferreira,24,1993-07-12
5069,232736,Y. Kobayashi,小林 祐希,26,1992-04-24
5070,234873,M. Pajač,Marko Pajač,25,1993-05-11
5071,244021,Y. Kalfa,Youssef Kalfa,25,1993-05-14
5072,244584,O. Shevchenko,Oleksiy Shevchenko,26,1992-02-24
5073,184139,Ricardo Ferreira,Ricardo Abel Barbosa Ferreira,28,1989-12-03
5074,184242,F. Ojo,Funso-King Ojo,26,1991-08-28
5075,186140,F. Macheda,Federico Macheda,26,1991-08-22
5076,188071,T. Oar,Tommy Oar,26,1991-12-10
5077,188602,W. Rémy,William Rémy,27,1991-04-04
5078,189472,Aridane,Aridane Hernández Umpiérrez,29,1989-03-23
5079,189619,K. Smith,Korey Smith,27,1991-01-31
5080,190113,M. Günok,Fehmi Mert Günok,29,1989-03-01
5081,190497,D. Hoesen,Danny Hoesen,27,1991-01-15
5082,190593,D. Aleksić,Danijel Aleksić,27,1991-04-30
5083,192329,N. Obiora,Nwankwo Emeka Obiora,26,1991-07-12
5084,192938,Y. Ngbakoto,Yeni Ngbakoto,26,1992-01-23
5085,193092,M. Rojas,Marco Rojas,26,1991-11-05
5086,193201,O. Bayram,Ömer Bayram,26,1991-07-27
5087,193528,I. Sylla,Idrissa Sylla,27,1990-12-03
5088,193602,M. Coronel,Maximiliano Ángel Coronel,29,1989-04-28
5089,193900,J. Hunt,Jack Hunt,27,1990-12-06
5090,194122,W. Grigg,Will Grigg,26,1991-07-03
5091,195036,S. Winnall,Sam Winnall,27,1991-01-19
5092,195313,M. Peybernès,Mathieu Peybernès,27,1990-10-21
5093,195480,C. McLaughlin,Conor McLaughlin,26,1991-07-26
5094,196435,C. Ramos,Christian Ramos,29,1988-11-04
5095,196991,C. Diandy,Christophe Diandy,27,1990-11-25
5096,197480,I. Saadi,Idriss Saadi,26,1992-02-08
5097,197641,B. Leroy,Benjamin Leroy,29,1989-04-07
5098,197689,A. Seculin,Andrea Seculin,27,1990-07-14
5099,198220,M. Bourabia,Mehdi Bourabia,26,1991-08-07
5100,198223,R. Maiello,Raffaele Maiello,26,1991-07-10
5101,198589,G. Garza,Gregory Martin Garza Early,26,1991-08-16
5102,198632,J. Zárate,Jorge Alejandro Zárate Careaga,26,1992-01-20
5103,198857,S. Romagnoli,Simone Romagnoli,28,1990-02-09
5104,199584,M. Kieftenbeld,Maikel Kieftenbeld,28,1990-06-20
5105,200671,V. Ulloa,Victor Ulloa,26,1992-03-04
5106,200930,L. Tremolada,Luca Tremolada,26,1991-11-25
5107,201346,L. Boyce,Liam Boyce,27,1991-04-08
5108,201914,M. Camporese,Michele Camporese,26,1992-05-19
5109,203216,Héctor,Héctor Hernández Ortega,27,1991-05-23
5110,203446,A. Kali,Anouar Kali,27,1991-06-03
5111,204061,M. Falzerano,Marcello Falzerano,27,1991-04-12
5112,204062,D. Keet,Darren Keet,28,1989-08-05
5113,204444,Y. Wildschut,Yanic Wildschut,26,1991-11-01
5114,204737,Salvador Agra,Salvador José Milhazes Agra,26,1991-11-11
5115,205963,D. Texeira,David Texeira,27,1991-02-27
5116,208099,I. Runje,Ivan Runje,27,1990-10-09
5117,208440,M. Danielson,Marcus Danielsson,29,1989-04-08
5118,208700,D. Blum,Danny Blum,27,1991-01-07
5119,209660,S. Magnasco,Stefano Magnasco,25,1992-09-28
5120,210042,J. Wurtz,Johannes Wurtz,26,1992-06-19
5121,210329,F. Falco,Filippo Falco,26,1992-02-11
5122,210534,C. Kouakou,Christian Kouakou,27,1991-03-01
5123,213321,T. Jurić,Tomi Jurić,26,1991-07-22
5124,213325,F. Píriz,Facundo Píriz,28,1990-03-27
5125,213512,G. Þórarinsson,Guðmundur Þórarinsson,26,1992-04-15
5126,214163,J. Roa,Juan Daniel Roa Reyes,26,1991-08-20
5127,214417,J. Blanco,Jean Carlos Blanco Becerra,26,1992-04-06
5128,214480,J. López,Javier López Rodríguez,29,1988-10-30
5129,214700,M. Navarrete,Matías Cristóbal Navarrete Fuentes,26,1992-01-20
5130,215615,Maikel Mesa,Maikel Mesa Piñero,27,1991-06-04
5131,218736,Vítor Gonçalves,Vítor Bruno Rodrigues Gonçalves,26,1992-03-29
5132,220246,B. Mkhwanazi,Buhle Mkhwanazi,28,1990-02-01
5133,222153,C. Buonaiuto,Cristian Buonaiuto,25,1992-12-29
5134,222970,E. Oztumer,Erhun Oztumer,27,1991-05-29
5135,223573,Munir,Munir Mohand Mohamedi,29,1989-05-10
5136,224142,C. Henao,Carlos Alberto Henao Sánchez,29,1988-12-03
5137,226278,Xavier,António Manuel Pereira Xavier,25,1992-07-06
5138,229533,Mesquita,Tiago Manuel Oliveira Mesquita,27,1990-11-23
5139,232884,S. Doi,土居 聖真,26,1992-05-21
5140,237075,C. Ramirez,Christian Ramirez,27,1991-04-04
5141,238802,P. Türpitz,Philip Türpitz,26,1991-08-23
5142,243863,I. Plastun,Igor Plastun,27,1990-08-20
5143,164,G. Pinzi,Giampiero Pinzi,37,1981-03-11
5144,20551,A. Isaksson,Andreas Isaksson,36,1981-10-03
5145,39386,D. Beasley,DaMarcus Beasley,36,1982-05-24
5146,45473,C. Tiffert,Christian Tiffert,36,1982-02-18
5147,45605,M. Brighi,Matteo Brighi,37,1981-02-14
5148,51123,M. Bodmer,Mathieu Bodmer,35,1982-11-22
5149,51261,B. Myhill,Glyn Oliver Myhill,35,1982-11-09
5150,52126,F. Balmont,Florent Balmont,38,1980-02-02
5151,101473,T. Kuszczak,Tomasz  Kuszczak,36,1982-03-20
5152,105308,J. Gillet,Jean-François Gillet,39,1979-05-31
5153,105866,C. Bovo,Cesare Bovo,35,1983-01-14
5154,108061,R. Ziegler,Reto Ziegler,32,1986-01-16
5155,110787,Borja Fernández,Borja Fernández Fernández,37,1981-01-14
5156,113524,Nino,Juan Francisco Martínez Modesto,38,1980-06-10
5157,116762,S. Roudet,Sébastien Roudet,37,1981-06-16
5158,123603,H. Campagnaro,Hugo Armando Campagnaro,38,1980-06-27
5159,129566,P. McShane,Paul  McShane,32,1986-01-06
5160,135576,Diego Barcelos,Diego de Lima Barcelos,33,1985-04-05
5161,135891,K. Overmeire,Killian Overmeire,32,1985-12-06
5162,137114,M. Ciani,Michaël Ciani,34,1984-04-06
5163,137406,D. Croce,Daniele Croce,35,1982-09-09
5164,138698,A. Abdi,Almen Abdi,31,1986-10-21
5165,139368,J. Shackell,Jason Shackell,34,1983-09-27
5166,139597,Javi Guerra,Javier Guerra Rodríguez,36,1982-03-15
5167,139862,J. Marveaux,Joris Marveaux,35,1982-08-15
5168,140181,H. Sogahata,曾端 准,38,1979-08-02
5169,140483,L. Mazzoni,Luca Mazzoni,34,1984-03-29
5170,142670,R. Braña,Rodrigo Braña,39,1979-03-07
5171,142962,E. Bologna,Enrique Alberto Bologna Gómez,36,1982-02-13
5172,143617,O. Adın,Olcan Adın,32,1985-09-30
5173,146011,I. Uche,Ikechukwu Uche,34,1984-01-05
5174,146558,César Arzo,César Arzo Amposta,32,1986-01-21
5175,148569,M. Wasilewski,Marcin Ryszard Wasilewski,38,1980-06-09
5176,148635,D. De fauw,Davy De fauw,36,1981-07-08
5177,152536,B. Johnson,Bradley Johnson,31,1987-04-28
5178,152991,D. Marney,Dean Marney,34,1984-01-31
5179,153048,M. Eikrem,Magnus  Wolff Eikrem,27,1990-08-08
5180,153060,J. Insaurralde,Juan Manuel Insaurralde,33,1984-10-03
5181,153066,L. Licht,Lucas Matías Licht,37,1981-04-06
5182,153160,R. Raldes,Ronald Raldes Balcázar,37,1981-04-20
5183,153164,A. Faurlín,Alejandro Damián Faurlin,31,1986-08-09
5184,155355,Lee Chung Yong,이청용 李青龙,29,1988-07-02
5185,155976,C. Adam,Charlie Adam,32,1985-12-10
5186,156421,J. Valenzuela,Juan Carlos Valenzuela Hernández,34,1984-05-15
5187,156434,F. Rodríguez,Francisco Javier Rodríguez Pinedo,36,1981-10-20
5188,156437,P. Pentke,Philipp Pentke,33,1985-05-01
5189,156443,C. Janker,Christoph Janker,33,1985-02-14
5190,156483,C. Lucchetti,Cristian David Lucchetti,40,1978-06-26
5191,156542,J. Legear,Jonathan Legear,31,1987-04-13
5192,156683,S. Holmén,Samuel Holmén,34,1984-06-28
5193,157219,G. Fernández,Gastón Nicolás Fernández,34,1983-10-12
5194,157703,U. Hünemeier,Uwe Hünemeier,32,1986-01-09
5195,158088,P. Álvarez,Pablo Sebastián  Valeira Álvarez,34,1984-04-17
5196,158144,Salva Sevilla,Salvador Sevilla López,34,1984-03-18
5197,159017,K. Hämäläinen,Kasper Hämäläinen,31,1986-08-08
5198,159080,C. Bryson,Craig Bryson,31,1986-11-06
5199,159520,N. Fernández,Nereo Ariel Fernández,39,1979-04-13
5200,161807,M. Kelemen,Marián Kelemen,38,1979-12-07
5201,161857,F. Klein,Florian Klein,31,1986-11-17
5202,162315,L. Ridgewell,Liam Ridgewell,33,1984-07-21
5203,162328,R. Pasveer,Remko Pasveer,34,1983-11-08
5204,162875,U. Uçar,Uğur Uçar,31,1987-04-05
5205,162891,D. Jones,David Jones,33,1984-11-04
5206,162926,P. Gallagher,Paul Gallagher,33,1984-08-09
5207,163050,B. Sharp,Billy Sharp,32,1986-02-05
5208,163369,S. Pocognoli,Sébastien Pocognoli,30,1987-08-01
5209,163625,G. Leadbitter,Grant Leadbitter,32,1986-01-07
5210,163670,B. Safari,Behrang Safari,33,1985-02-09
5211,163713,C. Mandanne,Christophe Mandanne,33,1985-02-07
5212,164470,Pita,Carlos Pita González,33,1984-12-08
5213,164559,C. Wondolowski,Chris Wondolowski,35,1983-01-28
5214,164626,T. Kristensen,Thomas  Fauerskov Kristensen,35,1983-04-17
5215,164769,S. Fletcher,Steven Fletcher,31,1987-03-26
5216,164839,M. Parkhurst,Michael Parkhurst,34,1984-01-24
5217,164855,J. Lynch,Joel Lynch,30,1987-10-03
5218,164858,T. Sparv,Tim Sparv,31,1987-02-20
5219,165736,D. Wheater,David Wheater,31,1987-02-14
5220,165784,D. Bottinelli,Darío Bottinelli,31,1986-12-26
5221,166764,T. Carson,Trevor Carson,30,1988-03-05
5222,166851,K. Árnason,Kári Árnason,35,1982-10-13
5223,168253,I. Dia,Issiar Dia,31,1987-06-08
5224,168590,M. Karl,Markus Karl,32,1986-02-14
5225,168950,S. Allagui,Sami Allagui,32,1986-05-28
5226,169100,I. Anya,Ikechi Anya,30,1988-01-03
5227,169388,F. Valiani,Francesco Valiani,37,1980-10-29
5228,169404,J. Fejzić,Jasmin Fejzić,32,1986-05-15
5229,169590,D. Gibson,Darron  Gibson,30,1987-10-25
5230,169607,L. Cattermole,Lee  Cattermole,30,1988-03-21
5231,169644,J. Maghoma,Jacques Maghoma,30,1987-10-23
5232,169938,Hugo Vieira,Hugo Filipe da Costa Oliveira,29,1988-07-25
5233,170305,C. Skuse,Cole Skuse,32,1986-03-29
5234,170941,Javi Moyano,Javier Moyano Lujano,32,1986-02-23
5235,171082,S. De Ridder,Steve De Ridder,31,1987-02-25
5236,171318,Diego Capel,Diego Ángel Capel Trinidad,30,1988-02-16
5237,171364,E. Castillo,Edgar Eduardo Castillo Carrillo,31,1986-10-08
5238,171831,M. Mancienne,Michael Mancienne,30,1988-01-08
5239,172208,J. Troisi,James Troisi,29,1988-07-03
5240,172258,José Semedo,José Vítor Moreira Semedo,33,1985-01-11
5241,172317,David Fernández,David Fernández Cortázar,33,1985-04-06
5242,172520,P. Kanstrup,Pierre Kanstrup,29,1989-02-21
5243,172696,M. Ardemagni,Matteo Ardemagni,31,1987-03-26
5244,172850,R. Leeuwin,Ramon Leeuwin,30,1987-09-01
5245,172904,L. Tomlin,Lee Tomlin,29,1989-01-12
5246,173040,A. Bonnet,Alexandre Bonnet,31,1986-10-17
5247,173147,D. Dessena,Daniele Dessena,31,1987-05-10
5248,173160,N. Viola,Benito Nicolas Viola,28,1989-10-12
5249,173245,R. Fernández,Ramón Ignacio Fernández,33,1984-12-03
5250,173325,De las Cuevas,Miguel Ángel De las Cuevas Barberá,32,1986-06-19
5251,173415,M. Knaller,Marco Knaller,31,1987-03-26
5252,173614,J. Pearce,Jason Pearce,30,1987-12-06
5253,174547,J. Rojas,José Manuel Rojas Bahamondes,35,1983-06-23
5254,174669,K. Mączyński,Krzysztof Mączyński,31,1987-05-23
5255,174732,G. Gómez,Gabriel Enrique Gómez Girón,34,1984-05-29
5256,174754,G. Torres,Gabriel Arturo Torres Tejada,29,1988-10-31
5257,175608,A. Fathi,Ahmed Fathy Abdel Meneim Ibrahim,33,1984-11-10
5258,175789,B. Bjarnason,Birkir Bjarnason,30,1988-05-27
5259,176542,C. Valencia,Carmelo Enrique Valencia Chaverra,33,1984-07-13
5260,176680,M. Pedersen,Marcus Pedersen,28,1990-06-08
5261,176692,A. El Jadeyaoui,Alharbi El Jadeyaoui,31,1986-08-08
5262,176902,L. Figueroa,Luis Pedro Figueroa Sepúlveda,35,1983-05-14
5263,177279,R. Jenssen,Ruben Yttergård Jenssen,30,1988-05-04
5264,177404,S. Fürstner,Stephan Fürstner,30,1987-09-11
5265,177482,M. Coutadeur,Mathieu Coutadeur,32,1986-03-20
5266,177521,B. Nehrig,Bernd Nehrig,31,1986-09-28
5267,177522,Suso Santana,Jesús Manuel  Santana Abreu,33,1985-03-02
5268,177673,S. Gashi,Shkëlzen Taib Gashi,29,1988-07-15
5269,177790,A. Jędrzejczyk,Artur Jędrzejczyk,30,1987-11-04
5270,177802,M. Costanzo,Moreno Costanzo,30,1988-02-20
5271,178152,R. Faty,Ricardo Faty,31,1986-08-04
5272,178264,Nenê,Ânderson Miguel da Silva,34,1983-07-28
5273,178283,R. Boffin,Ruud Boffin,30,1987-11-05
5274,178565,B. Urribarri,Bruno Saúl Urribarri,31,1986-11-06
5275,178566,J. García,Javier Hernán García,31,1987-01-29
5276,178584,A. Pearce,Alex Pearce,29,1988-11-09
5277,179547,V. Mannone,Vito Mannone,30,1988-03-02
5278,179731,D. Cabrera,David Cabrera Pujol,28,1989-09-07
5279,179811,B. Capon,Brecht Capon,30,1988-04-22
5280,179842,J. San Román,José Ignacio San Román Canciani,29,1988-08-17
5281,180250,William,William Fernando da Silva,31,1986-11-20
5282,180287,D. Damjanović,Dejan Damjanović,36,1981-07-27
5283,181199,M. Petržela,Milan Petržela,35,1983-06-19
5284,181455,A. Cissokho,Aly Cissokho,30,1987-09-15
5285,181499,J. Ramaré,Johann Ramaré,34,1984-06-05
5286,181971,Huang Bowen,黄博文,30,1987-07-13
5287,182091,K. Barbarouses,Kosta Barbarouses,28,1990-02-19
5288,182166,J. Palmieri,Julian Palmieri,31,1986-12-07
5289,182207,D. Stockdale,David Stockdale,32,1985-11-20
5290,182412,Dai Lin,戴琳,30,1987-11-28
5291,182473,Li Xuepeng,李学鹏,29,1988-09-18
5292,182856,E. Bourgaud,Emmanuel Bourgaud,30,1987-10-25
5293,183283,J. Taravel,Jérémy Taravel,31,1987-04-17
5294,183336,P. Helland,Pål André Helland,28,1990-01-04
5295,183361,A. Weber,Anthony Weber,31,1987-06-11
5296,183395,C. M'Bengue,Cheikh M'Bengue,29,1988-07-23
5297,183453,P. Oniangué,Prince Oniangué,29,1988-11-04
5298,183565,A. Feick,Arne Feick,30,1988-04-01
5299,183746,A. Vršajevič,Avdija Vršajevič,32,1986-03-06
5300,183921,J. Faussurier,Julien Faussurier,31,1987-01-14
5301,183936,M. Donald,Mitchell Glenn Donald,29,1988-12-10
5302,184035,B. Angulo,Brayan Alexis Angulo León,28,1989-11-02
5303,184220,M. Diskerud,Mix Diskerud,27,1990-10-02
5304,184320,R. Bianco,Raffaele Bianco,30,1987-08-25
5305,184338,G. Bellusci,Giuseppe Bellusci,28,1989-08-21
5306,184624,J. Rhodes,Jordan Rhodes,28,1990-02-05
5307,184664,A. Collin,Aurélien Collin,32,1986-03-08
5308,184781,D. Petrić,Denis Petrić,30,1988-05-24
5309,184935,A. Bouka Moutou,Arnold Bouka Moutou,29,1988-11-28
5310,184982,M. Larrondo,Marcelo Alejandro Larrondo Páez,29,1988-08-16
5311,184990,Antoñito,Antonio Jesús Regal Angulo,30,1987-12-24
5312,185109,M. Sadlok,Maciej Sadlok,29,1989-06-29
5313,185120,M. Volta,Massimo Volta,31,1987-05-14
5314,186272,L. Mchedlidze,Levan Mchedlidze,28,1990-03-24
5315,186352,T. Smith,Tommy Smith,28,1990-03-31
5316,186453,T. Hiariej,Tom Hiariej,29,1988-07-25
5317,186504,A. Putsila,Anton Putsila,31,1987-06-23
5318,186595,E. Bennett,Elliott Bennett,29,1988-12-18
5319,186682,Montoro,Ángel Montoro Sánchez,30,1988-06-25
5320,186781,K. Kronholm,Kenneth Kronholm,32,1985-10-14
5321,186876,E. Ambrose,Efetobore Ambrose Emuobo,29,1988-10-18
5322,186993,J. Cortés,Javier Cortés Granados,28,1989-07-20
5323,187038,B. Mokulu,Benjamin Tembe Mokulu,28,1989-10-11
5324,187042,A. Konradsen,Anders Ågnes  Konradsen,27,1990-07-18
5325,187208,A. Saldívar,Alfredo Saldívar Medina,28,1990-02-09
5326,188107,A. Diomande,Adama Valentin Diomande,28,1990-02-14
5327,188271,F. Ayité,Floyd Ayité,29,1988-12-15
5328,188305,A. Bouhaddouz,Aziz Bouhaddouz,31,1987-03-30
5329,188313,Diogo Viana,Diogo Filipe Guerreiro Viana,28,1990-02-22
5330,188335,A. Budimir,Ante Budimir,26,1991-07-22
5331,188586,J. Flum,Johannes Flum,30,1987-12-14
5332,188621,A. Meijers,Aaron Meijers,30,1987-10-28
5333,188765,M. Mostefa,Mehdi Mostefa Sbaa,34,1983-08-30
5334,188782,M. Morrison,Michael Morrison,30,1988-03-03
5335,188824,E. Imorou,Emmanuel Imorou,29,1988-09-16
5336,188825,A. Kashi,Ahmed Kashi,29,1988-11-18
5337,189003,G. Belaud,Gaëtan Belaud,31,1986-09-16
5338,189061,S. Burchert,Sascha Burchert,28,1989-10-30
5339,189065,F. Renzetti,Francesco Renzetti,30,1988-01-22
5340,189155,S. Souprayen,Samuel Souprayen,29,1989-02-18
5341,189235,J. Hegeler,Jens Hegeler,30,1988-01-22
5342,189397,F. Jungwirth,Florian Jungwirth,29,1989-01-27
5343,189603,M. Morys,Matthias Morys,31,1987-03-19
5344,189607,M. Schäffler,Manuel Schäffler,29,1989-02-06
5345,189713,E. Falkenburg,Erik Falkenburg,30,1988-05-05
5346,189824,Renato Chaves,Renato de Araújo Chaves Júnior,28,1990-05-04
5347,189923,C. Nhamoinesu,Costa Nhamoinesu,32,1986-01-06
5348,190499,K. Laribi,Karim Laribi,27,1991-04-20
5349,190575,F. Zuculini,Franco Zuculini,27,1990-09-05
5350,190614,D. Álvarez,Diego Andrés Álvarez Sánchez,36,1981-09-23
5351,190747,Ortuño,Alfredo Ortuño Martínez,27,1991-01-21
5352,190852,C. McManaman,Callum  McManaman,27,1991-04-25
5353,191059,Javi Márquez,Javier Márquez Moreno,32,1986-05-11
5354,191252,M. Gaus,Marcel Gaus,28,1989-08-02
5355,191566,Park Joo Ho,박주호 朴柱昊,31,1987-01-16
5356,191814,Lee Jae Sung,이재성 李在成,29,1988-07-05
5357,191944,Kim Sung Joon,김성준 金圣埈,30,1988-04-08
5358,192071,M. D'Alessandro,Marco D'Alessandro,27,1991-02-17
5359,192250,M. Jurman,Matthew Jurman,28,1989-12-08
5360,192370,M. Formica,Mauro Abel Fórmica,30,1988-04-04
5361,192451,G. Carey,Graham Carey,29,1989-05-20
5362,192546,E. Stevens,Enda Stevens,27,1990-07-09
5363,192555,I. El Adoua,Issam El Adoua,31,1986-12-09
5364,192594,G. Kagelmacher,Gary Kagelmacher,30,1988-04-21
5365,192611,S. Yatabaré,Sambou Yatabaré,29,1989-03-02
5366,192647,G. Charbonnier,Gaëtan Charbonnier,29,1988-12-27
5367,192728,M. Hartmann,Moritz Hartmann,32,1986-06-20
5368,192982,Felipe Silva,Felipe de Oliveira Silva,28,1990-05-28
5369,193057,C. Benschop,Charlison Benschop,28,1989-08-21
5370,193211,A. Ignjovski,Aleksandar Ignjovski,27,1991-01-27
5371,193310,D. Schmidt,Dominik Schmidt,31,1987-07-01
5372,193421,Javi Lara,Javier Lara Grande,32,1985-12-04
5373,193429,Douglas,Douglas Pereira dos Santos,27,1990-08-06
5374,193475,P. Souaré,Pape  N'Diaye Souaré,28,1990-06-06
5375,193495,André Santos,André Filipe Bernardes Santos,29,1989-03-02
5376,193561,K. Leerdam,Kelvin Leerdam,28,1990-06-24
5377,193679,M. Correia,Marcel Correia,29,1989-05-16
5378,193685,S. Manolev,Stanislav Manolev,32,1985-12-16
5379,194077,V. Sarı,Veysel Sarı,29,1988-07-25
5380,194082,Flavio Paixão,Flavio Emmanuel Lopes Paixão,33,1984-09-19
5381,194086,D. Lévêque,Dorian Lévêque,28,1989-11-22
5382,194216,A. Mazzotta,Antonio Mazzotta,28,1989-08-02
5383,195687,Baena,José Raúl Baena Urdiales,29,1989-03-02
5384,195838,Crivellaro,Rafael Schuler Crivellaro,29,1989-02-18
5385,196151,S. Motta,Stalin Motta,34,1984-03-28
5386,197154,A. Machado,Adolfo Abdiel Machado,33,1985-02-14
5387,197300,A. El Said,Abdalla Mahmoud El Said Bekhit,32,1985-07-13
5388,197716,T. Bunbury,Teal  Bunbury,28,1990-02-17
5389,198117,A. Bernardini,Alessandro Bernardini,31,1987-01-21
5390,198322,Aguilera,Juan Aguilera Aguilera Núñez,32,1985-09-13
5391,198517,X. Kouassi,Xavier Laglais Kouassi,28,1989-12-28
5392,198553,C. Gamboa,Cristian Gamboa Luna,28,1989-10-24
5393,198560,Carlos Ruiz,Carlos Ruiz Aránega,34,1983-07-20
5394,198564,Jona,Jonathan Mejía Ruiz,29,1989-01-07
5395,198601,L. Mendoza,Luis Ángel Mendoza Escamilla,28,1990-02-03
5396,198631,Rodri,Rodrigo Ríos Lozano,28,1990-06-06
5397,198751,J. Madueña,José Antonio Madueña López,28,1990-05-29
5398,198783,J. Toledo,Javier Fabián Toledo,32,1986-04-20
5399,198914,J. Hochscheidt,Jan Hochscheidt,30,1987-10-04
5400,199044,J. Bokila,Jeremy Loteteka Bokila,29,1988-11-14
5401,199051,Yohan Tavares,Yohan Tavares,30,1988-03-02
5402,199183,Kim Bo Kyung,김보경 金甫炅,28,1989-10-06
5403,199195,J. Delaplace,Jonathan Delaplace,32,1986-03-20
5404,199305,M. Wittek,Mathias Wittek,29,1989-03-30
5405,199352,S. Çinaz,Şamil Çinaz,32,1986-03-08
5406,199508,D. Cvetinović,Dušan Cvetinović,29,1988-12-24
5407,199537,J. Cuffaut,Joffrey Cuffaut,30,1988-03-15
5408,200298,J. Rivierez,Jonathan Rivierez,29,1989-05-18
5409,200395,M. Silva,Marcelo Silva,29,1989-03-21
5410,200914,A. Salvi,Alessandro Salvi,30,1988-06-05
5411,201146,Errasti,Jon Errasti Zabaleta,30,1988-06-06
5412,201512,P. Sagna,Pierre Emmanuel Sagna,27,1990-08-21
5413,202305,Lee Seung Gi,이승기 李胜基,30,1988-06-02
5414,202311,Kim Eun Sun,김은선 金殷善,30,1988-03-30
5415,202356,Z. Erdal,Ziya Erdal,30,1988-01-05
5416,202413,Hernán,Hernán Daniel Santana Trujillo,27,1990-08-26
5417,202686,N. Wells,Nahki Wells,28,1990-06-01
5418,203159,T. Kister,Tim Kister,31,1986-12-30
5419,203256,Willian Rocha,Willian Pereira da Rocha,29,1989-04-01
5420,203568,P. Wszołek,Paweł Wszołek,26,1992-04-30
5421,203588,Q. Martinus,Quenten Geordie Felix Martinus,27,1991-03-07
5422,203603,M. Pospíšil,Martin  Pospíšil,27,1991-06-26
5423,203798,F. Seymour,Felipe Ignacio Seymour Dobud,30,1987-07-23
